Date,Open,High,Low,Close,Adj Close,Volume
2020-02-12,75.792999,76.014999,75.433502,75.931503,75.264130,31042000
2020-02-13,75.500000,76.297501,75.199997,75.669502,75.004417,22914000
2020-02-14,75.726501,76.002502,75.277496,75.936501,75.269058,23198000
2020-02-18,75.717003,76.528000,75.550499,75.972000,75.304260,25642000
2020-02-19,76.360001,76.537003,76.049004,76.243500,75.573364,22746000
2020-02-20,75.950500,76.353500,75.212997,75.849503,75.182831,25962000
2020-02-21,75.228996,75.547501,73.924500,74.172997,73.521072,42520000
2020-02-24,71.152496,71.819000,70.339500,70.992996,70.369019,49560000
2020-02-25,71.550003,71.842499,69.021004,69.316002,68.706757,51580000
2020-02-26,69.749001,70.683502,68.827499,69.523499,68.912422,49776000
2020-02-27,67.957001,68.470001,65.711998,65.747498,65.169632,62290000
2020-02-28,63.715500,67.122498,63.410500,66.962502,66.373947,80198000
2020-03-02,67.569504,69.373497,66.260002,69.316002,68.706757,55430000
2020-03-03,69.884003,70.409500,66.461998,66.886002,66.298126,56602000
2020-03-04,67.947998,69.139000,66.849998,69.080002,68.472847,47598000
2020-03-05,67.277496,67.681503,65.082001,65.737999,65.160202,54380000
2020-03-06,63.497501,65.137497,62.860500,64.787003,64.217575,64640000
2020-03-09,60.248001,62.636501,59.902000,60.789501,60.255203,69252000
2020-03-10,62.719501,63.792500,60.725498,63.758499,63.198109,54872000
2020-03-11,62.413502,62.846500,59.556999,60.544998,60.012852,54732000
2020-03-12,56.131001,59.437500,55.423500,55.577499,55.089020,94326000
2020-03-13,58.749500,60.720001,55.614498,60.713501,60.179871,79400000
2020-03-16,54.480499,57.273499,53.354000,53.650002,53.178455,96520000
2020-03-17,54.532001,56.299999,52.455002,55.903000,55.411652,83194000
2020-03-18,52.997002,55.249500,51.849998,54.559502,54.079964,93044000
2020-03-19,54.410999,57.630501,52.777500,55.583500,55.094967,74064000
2020-03-20,56.544998,56.924000,53.105000,53.410500,52.941059,82878000
2020-03-23,52.818501,53.345501,50.443501,52.706501,52.243248,83672000
2020-03-24,55.199001,56.666500,54.321499,56.500500,56.003906,72468000
2020-03-25,56.229000,57.308498,54.150501,55.081001,54.596886,90324000
2020-03-26,55.736000,58.574001,54.601501,58.146000,57.634933,76562000
2020-03-27,56.373501,57.552502,55.200001,55.513000,55.025085,62794000
2020-03-30,56.632000,57.549999,54.924500,57.315498,56.811745,58736000
2020-03-31,57.436501,58.669998,56.835999,58.097500,57.586861,65228000
2020-04-01,56.200001,56.471001,54.674500,55.105000,54.620667,51970000
2020-04-02,55.000000,56.138500,54.656502,55.851501,55.360603,56410000
2020-04-03,55.735500,55.939499,53.754002,54.634998,54.154797,51374000
2020-04-06,56.650002,59.537498,56.250000,59.159500,58.639538,63320000
2020-04-07,60.850498,61.039001,58.862499,59.127998,58.608307,61620000
2020-04-08,60.154999,60.744999,59.197498,60.349998,59.819569,40334000
2020-04-09,60.909000,61.099499,59.620998,60.328499,59.798256,54028000
2020-04-13,60.075001,60.726002,59.116501,60.520500,59.988567,38702000
2020-04-14,61.998501,63.787498,61.426998,63.261501,62.705482,63358000
2020-04-15,62.325500,63.755501,61.700001,62.865002,62.312466,42236000
2020-04-16,63.356998,63.667999,61.910000,62.871498,62.318909,57896000
2020-04-17,64.084999,64.500000,63.299999,63.950001,63.387924,51050000
2020-04-20,63.494499,63.841000,62.821999,63.057499,62.503265,35292000
2020-04-21,62.135502,62.500000,60.250000,60.608002,60.075302,49648000
2020-04-22,62.055500,63.993999,61.860001,62.920502,62.367477,46296000
2020-04-23,63.286999,64.407501,63.026501,63.558498,62.999859,34202000
2020-04-24,62.750000,63.885502,62.200001,63.830002,63.268978,37402000
2020-04-27,64.599998,64.705002,63.252998,63.542999,62.984501,44186000
2020-04-28,64.160004,64.237999,61.519001,61.629501,61.087818,80700000
2020-04-29,67.250000,68.007500,66.336502,67.109001,66.519165,108358000
2020-04-30,66.568001,67.500000,66.074997,67.334999,66.743187,55842000
2020-05-01,66.204498,67.571503,65.483002,65.865997,65.287086,48872000
2020-05-04,65.406502,66.223503,64.800499,66.144997,65.563629,30806000
2020-05-05,66.875000,68.550499,66.751503,67.450996,66.858154,39666000
2020-05-06,67.900002,68.434502,67.256500,67.271500,66.680229,31732000
2020-05-07,68.065498,68.800003,67.626999,68.463997,67.862251,30652000
2020-05-08,69.091003,69.832001,68.600502,69.217003,68.608627,33326000
2020-05-11,68.839500,70.776497,68.775002,70.179497,69.562675,32718000
2020-05-12,70.411003,70.716499,68.725502,68.759003,68.154655,33918000
2020-05-13,68.807999,69.266502,66.400497,67.416496,66.823944,40368000
2020-05-14,66.676003,67.868500,66.165001,67.843002,67.246712,36660000
2020-05-15,67.413002,68.728996,66.949997,68.653000,68.049576,41544000
2020-05-18,68.079002,69.638000,67.709999,69.259003,68.650276,47094000
2020-05-19,69.274002,69.624496,68.688004,68.720001,68.116005,31586000
2020-05-20,69.458000,70.601501,69.371002,70.458000,69.838715,38262000
2020-05-21,70.549500,70.822998,69.719498,70.337502,69.719299,30894000
2020-05-22,70.195000,70.849998,69.797501,70.662003,70.040932,28544000
2020-05-26,72.098000,72.255501,70.970001,71.068497,70.443840,44590000
2020-05-27,71.000000,71.267502,69.730003,71.014000,70.389847,31684000
2020-05-28,70.000000,72.223000,69.954002,70.912003,70.288734,35170000
2020-05-29,71.021500,71.836502,70.799004,71.676003,71.046021,37044000
2020-06-01,71.285004,72.079002,71.113998,71.743500,71.112915,25162000
2020-06-02,71.750000,72.150002,71.080498,72.115501,71.481659,23442000
2020-06-03,72.135002,72.450500,71.581001,71.962502,71.329994,27732000
2020-06-04,71.838997,72.066002,70.300499,70.714996,70.093460,26982000
2020-06-05,70.781998,72.315002,70.380997,72.000999,71.368156,42642000
2020-06-08,71.314003,72.449997,71.223999,72.402000,71.765633,33878000
2020-06-09,72.262001,73.389999,72.117996,72.603996,71.965858,33624000
2020-06-10,73.075500,73.638496,72.718002,73.235001,72.591309,31762000
2020-06-11,72.051498,72.580002,69.920502,70.095001,69.478912,47144000
2020-06-12,71.292999,71.725502,69.290001,70.646004,70.025078,36676000
2020-06-15,69.474503,71.250000,69.360001,71.037003,70.412636,30468000
2020-06-16,72.449997,72.858498,71.449501,72.323502,71.687828,30648000
2020-06-17,72.647003,73.110001,71.756500,72.626999,71.988670,30610000
2020-06-18,72.492500,72.648499,71.311996,71.706001,71.075760,34862000
2020-06-19,72.000000,72.224998,70.949997,71.232002,70.605927,52784000
2020-06-22,71.250504,72.547501,70.959503,72.532997,71.895500,29442000
2020-06-23,72.599998,73.760002,72.250000,73.198997,72.555641,37752000
2020-06-24,73.164001,73.789497,71.500000,71.635002,71.005386,31592000
2020-06-25,71.560997,72.115997,70.976997,72.055000,71.421692,23958000
2020-06-26,71.631500,71.850998,67.750000,68.126999,67.528214,97640000
2020-06-29,68.016998,69.900002,67.582497,69.858498,69.244492,45074000
2020-06-30,69.844002,71.199997,69.346497,70.902496,70.279320,40286000
2020-07-01,70.958504,72.424004,70.709000,72.099998,71.466286,42182000
2020-07-02,72.592003,74.426003,72.553497,73.496498,72.850517,57218000
2020-07-06,74.407501,75.500000,73.848999,74.982498,74.323463,44712000
2020-07-07,74.806503,76.066002,74.485001,74.496002,73.841232,42364000
2020-07-08,75.040001,75.558502,74.614998,75.180000,74.519211,31766000
2020-07-09,75.496498,76.457001,74.779503,75.932999,75.265617,41836000
2020-07-10,75.662498,77.067001,75.036003,76.950500,76.274162,35918000
2020-07-13,77.497002,78.818001,75.328003,75.611504,74.946930,42954000
2020-07-14,74.639503,76.139999,74.296501,76.042999,75.374634,38108000
2020-07-15,76.161499,76.816498,74.891502,75.844002,75.177383,31026000
2020-07-16,75.074997,75.795502,74.413498,75.746002,75.080254,26484000
2020-07-17,75.845497,76.171501,74.904999,75.842499,75.175888,34264000
2020-07-20,75.750000,78.450500,75.135002,78.192001,77.504761,30166000
2020-07-21,79.251503,79.352501,77.630997,77.795998,77.112221,27486000
2020-07-22,77.785500,78.348999,77.161499,78.242500,77.554794,24482000
2020-07-23,78.296501,78.517502,75.429497,75.837502,75.170952,33910000
2020-07-24,74.959503,75.771500,74.379501,75.410500,74.747696,29902000
2020-07-27,75.663002,76.877998,75.616501,76.471497,75.799377,27124000
2020-07-28,76.250000,76.300499,75.026001,75.182503,74.521713,30910000
2020-07-29,75.250000,76.666496,75.150497,76.175499,75.505974,22676000
2020-07-30,74.898499,77.044502,74.758499,76.918503,76.242439,36042000
2020-07-31,74.852501,75.250999,72.699997,74.397499,73.743599,91468000
2020-08-03,74.550003,74.886497,73.585999,74.138000,73.486374,45482000
2020-08-04,74.335503,74.655502,73.201500,73.665001,73.017525,37212000
2020-08-05,73.841003,74.500000,73.560997,73.954498,73.304504,29134000
2020-08-06,73.807503,75.313499,73.595001,75.247498,74.586121,33306000
2020-08-07,75.452003,76.004501,74.313499,74.918503,74.260033,27718000
2020-08-10,74.540001,75.357498,73.874496,74.841003,74.183212,20546000
2020-08-11,74.699997,75.522003,73.909500,74.027000,73.376343,31098000
2020-08-12,74.356003,75.583504,74.250000,75.362000,74.699623,22512000
2020-08-13,75.410500,76.848503,75.410500,75.832497,75.165985,22388000
2020-08-14,75.680496,75.989502,74.949997,75.231499,74.570251,21942000
2020-08-17,75.798500,76.189003,75.250000,75.811996,75.145676,19990000
2020-08-18,76.306000,77.868500,76.083504,77.789001,77.105293,28378000
2020-08-19,77.624496,78.443001,77.000000,77.230499,76.551689,30472000
2020-08-20,76.998497,79.008499,76.723000,78.812500,78.119797,26382000
2020-08-21,78.589996,79.594002,78.115501,78.778503,78.086098,34838000
2020-08-24,79.623497,80.439003,78.751999,79.257500,78.560890,25638000
2020-08-25,79.004997,80.444000,78.893997,80.292503,79.586792,25150000
2020-08-26,80.315002,82.639503,80.049004,82.206497,81.483963,52188000
2020-08-27,82.330498,82.399498,80.940498,81.426003,80.710320,31350000
2020-08-28,81.473503,82.067497,81.280502,81.971497,81.251015,22418000
2020-08-31,82.178497,82.224998,81.266502,81.476501,80.760384,26422000
2020-09-01,81.608002,82.960999,81.476501,82.753998,82.026657,22652000
2020-09-02,83.400497,86.305000,83.009499,85.869499,85.114777,49522000
2020-09-03,84.975998,85.000000,80.385498,81.475502,80.759384,63726000
2020-09-04,80.449997,81.749496,76.898499,79.060501,78.365616,55850000
2020-09-08,76.250000,77.777496,75.824997,76.180000,75.510429,54032000
2020-09-09,77.445000,77.935997,76.258499,77.361504,76.681557,39242000
2020-09-10,77.509003,78.682999,76.000000,76.302498,75.631866,33024000
2020-09-11,76.407501,76.934998,74.651001,75.788002,75.121880,30706000
2020-09-14,76.582497,77.849998,75.255501,75.441498,74.778427,42660000
2020-09-15,76.394501,77.549500,76.105003,76.755997,76.081360,23042000
2020-09-16,77.124001,77.718498,75.579498,75.604500,74.940002,22128000
2020-09-17,74.290497,74.932999,73.123001,74.351997,73.698502,40008000
2020-09-18,74.415001,74.760002,71.581001,72.554497,71.916801,63056000
2020-09-21,71.581001,72.002998,70.134003,71.507004,70.878510,56908000
2020-09-22,72.515999,73.198502,71.474998,72.990997,72.349457,33950000
2020-09-23,72.604500,72.653999,70.134003,70.469498,69.850113,37726000
2020-09-24,70.134003,71.899498,70.107498,71.142998,70.517700,34552000
2020-09-25,71.252502,72.296997,70.384003,71.953003,71.320595,30326000
2020-09-28,73.599503,73.649498,72.314003,72.932999,72.291985,30784000
2020-09-29,73.195503,73.599998,72.699997,73.301003,72.656738,31816000
2020-09-30,73.046997,74.309998,72.788002,73.279999,72.635918,40924000
2020-10-01,74.182999,74.753502,73.839996,74.394997,73.741104,32884000
2020-10-02,72.981499,73.951500,72.367500,72.779999,72.140320,31222000
2020-10-05,73.132500,74.235001,73.004501,74.141502,73.489861,21602000
2020-10-06,73.775002,74.225998,72.250504,72.551003,71.913330,26096000
2020-10-07,72.965500,73.448502,71.661499,72.957001,72.315773,36108000
2020-10-08,73.272499,74.401497,73.272499,74.171501,73.519577,26076000
2020-10-09,74.642998,75.592499,74.349998,75.522499,74.858719,32966000
2020-10-12,76.900002,79.420998,76.464996,78.229500,77.541916,55344000
2020-10-13,78.850502,79.258003,77.931503,78.353500,77.664825,39072000
2020-10-14,78.730003,79.192497,77.294998,78.171997,77.484924,33174000
2020-10-15,77.224998,78.570000,77.056503,77.773499,77.089912,31210000
2020-10-16,78.091499,78.885498,77.883003,78.385002,77.696053,34194000
2020-10-19,78.796501,79.196503,76.146004,76.497498,75.825142,29734000
2020-10-20,76.155502,78.692001,76.025002,77.554001,76.872353,41670000
2020-10-21,78.492500,80.757004,78.357002,79.299500,78.602509,60322000
2020-10-22,79.250000,80.670998,78.874001,80.333000,79.626930,30512000
2020-10-23,80.752502,81.706001,80.595497,81.649002,80.931366,30548000
2020-10-26,80.750000,81.478996,78.389000,79.214500,78.518265,35826000
2020-10-27,79.446503,80.099998,78.849503,79.944000,79.241364,25902000
2020-10-28,77.500504,77.690498,75.424004,75.540001,74.876053,45174000
2020-10-29,75.850998,79.436996,75.827499,77.844002,77.159813,55406000
2020-10-30,83.372002,84.066002,80.078499,80.805496,80.095276,99878000
2020-11-02,81.177002,82.912003,80.711998,81.216003,80.502174,44228000
2020-11-03,81.538002,82.949997,80.605499,82.282997,81.559784,31432000
2020-11-04,85.278999,88.501503,85.150002,87.292503,86.525261,71342000
2020-11-05,88.522499,89.591003,87.051498,88.125000,87.350441,39758000
2020-11-06,87.567001,88.425003,86.834000,87.986504,87.213165,28622000
2020-11-09,89.799004,90.844498,87.877502,88.070999,87.296913,53440000
2020-11-10,86.488503,87.969002,85.806000,86.886002,86.122337,43022000
2020-11-11,87.419998,88.144997,87.153000,87.361504,86.593666,31838000
2020-11-12,87.099998,88.249001,86.898499,87.140999,86.375099,26474000
2020-11-13,87.400002,88.856499,86.799004,88.612999,87.834145,29744000
2020-11-16,88.207001,89.717003,88.066498,88.701500,87.921875,25468000
2020-11-17,88.392998,88.857002,87.974503,88.083000,87.308807,21314000
2020-11-18,87.832001,88.250000,86.928497,87.031998,86.267044,20108000
2020-11-19,86.661499,88.174500,86.500999,87.928497,87.155663,20106000
2020-11-20,88.099998,88.417999,86.750000,86.819000,86.055923,27694000
2020-11-23,87.011002,87.299500,85.509003,86.377998,85.618790,22530000
2020-11-24,86.375000,88.323997,86.036499,88.195000,87.419830,27984000
2020-11-25,88.390503,88.518997,87.417999,88.206497,87.431229,19600000
2020-11-27,88.226997,89.850502,88.226997,89.350998,88.565659,14790000
2020-11-30,88.782501,89.016998,87.391998,87.720001,86.949005,32418000
2020-12-01,88.333000,91.085999,88.151497,89.767998,88.979004,37350000
2020-12-02,89.767998,91.637001,89.258499,91.248497,90.446487,29424000
2020-12-03,91.027000,92.191498,90.849998,91.092003,90.291374,24728000
2020-12-04,91.011002,91.474998,90.679497,91.188004,90.386520,20544000
2020-12-07,90.777496,91.464500,90.152000,90.851501,90.052979,22288000
2020-12-08,90.426003,90.798500,89.564003,90.566498,89.770493,19936000
2020-12-09,90.517998,91.418503,88.099998,88.892998,88.111687,31728000
2020-12-10,88.129997,88.749496,86.676498,88.382500,87.605675,28688000
2020-12-11,88.000000,88.865501,87.637001,88.739998,87.960045,18628000
2020-12-14,88.536003,89.489998,87.456497,87.612999,86.842949,33050000
2020-12-15,87.992996,88.199997,87.083504,88.054001,87.280060,21352000
2020-12-16,88.455498,88.455498,87.453003,87.859497,87.087280,24676000
2020-12-17,88.196503,88.335503,86.557503,87.025497,86.260605,34880000
2020-12-18,87.308502,87.417999,85.750000,86.310997,85.552376,85256000
2020-12-21,85.456497,86.849998,84.699997,86.727997,85.965721,33974000
2020-12-22,86.466499,86.630501,85.289001,86.011002,85.255028,20370000
2020-12-23,86.196503,87.205498,86.059998,86.411499,85.652000,22974000
2020-12-24,86.449997,87.120499,86.217499,86.708000,85.945908,9312000
2020-12-28,87.245499,89.349998,87.091003,88.697998,87.918404,27650000
2020-12-29,89.361504,89.423500,87.755501,87.888000,87.115532,19726000
2020-12-30,88.250000,88.388000,86.400002,86.812500,86.049477,21026000
2020-12-31,86.863503,87.875000,86.804497,87.632004,86.861778,21070000
2021-01-04,88.000000,88.124496,85.357002,86.306503,85.547935,37324000
2021-01-05,86.254501,87.341499,85.845001,87.002502,86.237816,20360000
2021-01-06,85.013000,87.198502,84.805000,86.143997,85.386841,46588000
2021-01-07,86.337997,88.890999,86.337997,88.717003,87.937248,41936000
2021-01-08,88.858002,89.968002,88.060997,89.891502,89.101425,35484000
2021-01-11,88.850998,89.219002,87.607002,87.814499,87.042671,34796000
2021-01-12,87.267998,88.394997,85.819000,86.871498,86.107964,29528000
2021-01-13,86.365997,87.819504,86.365997,87.362503,86.594643,23432000
2021-01-14,87.443497,88.377502,86.303497,86.545998,85.785309,29212000
2021-01-15,86.450996,87.380997,85.585503,86.380997,85.621773,31444000
2021-01-19,87.150002,90.192001,86.641502,89.223503,88.439278,41660000
2021-01-20,91.318497,94.986000,90.975502,94.003502,93.177269,64152000
2021-01-21,94.682503,96.603996,93.970497,94.207497,93.379494,58634000
2021-01-22,94.572998,95.219498,93.824997,94.627998,93.796280,32744000
2021-01-25,95.637001,96.091003,92.958000,94.713997,93.881516,50586000
2021-01-26,94.299500,95.787498,93.806503,95.397499,94.559013,31462000
2021-01-27,93.745499,94.023499,89.863998,90.946999,90.147644,82512000
2021-01-28,91.550003,94.399498,91.550003,92.660004,91.845612,55278000
2021-01-29,91.700996,92.376999,90.078003,91.367996,90.564934,44530000
2021-02-01,92.229500,95.777000,92.229500,94.653503,93.821564,40252000
2021-02-02,95.656502,97.468498,95.318497,95.956001,95.112617,66332000
2021-02-03,103.280502,105.331001,100.677498,102.944000,102.039200,97882000
2021-02-04,103.030998,103.464996,101.754997,102.681503,101.778999,48596000
2021-02-05,102.977997,104.796997,102.500000,104.441498,103.523529,29866000
2021-02-08,105.000000,105.750000,103.167503,104.225998,103.309929,28828000
2021-02-09,103.739998,104.925499,103.500000,103.769501,102.857437,21892000
2021-02-10,104.156998,104.944000,102.612000,104.323997,103.407059,25102000
2021-02-11,104.550003,104.699997,103.443001,104.437500,103.519569,20480000
2021-02-12,103.988503,104.974998,103.678497,104.751503,103.830818,18990000
2021-02-16,104.587502,107.257004,104.587502,105.535004,104.607437,31004000
2021-02-17,104.698997,106.122002,104.417503,105.931000,104.999939,20294000
2021-02-18,105.250000,106.099503,104.666496,105.290497,104.365059,22546000
2021-02-19,105.389503,105.929001,104.171501,104.440498,103.522530,37938000
2021-02-22,102.680000,104.016502,102.400002,102.712997,101.810226,29466000
2021-02-23,100.699501,103.625000,99.511497,103.005997,102.100639,34658000
2021-02-24,101.501999,104.416000,101.376503,104.190498,103.274734,22608000
2021-02-25,102.796501,104.150002,100.324501,100.797501,99.911560,41548000
2021-02-26,101.497498,102.825996,100.050499,101.095497,100.206940,40042000
2021-03-01,102.400002,103.811501,101.721001,103.483002,102.573471,26060000
2021-03-02,103.241997,104.737000,102.833504,103.223999,102.316742,25564000
2021-03-03,102.597504,103.799500,99.699997,100.570503,99.686554,33892000
2021-03-04,100.743500,103.729500,100.271500,101.696503,100.802666,49216000
2021-03-05,103.057503,105.309998,101.389000,104.853500,103.931908,53100000
2021-03-08,104.203003,105.686996,100.259499,100.375000,99.492775,36868000
2021-03-09,102.487503,103.195999,101.779999,102.017998,101.121330,33920000
2021-03-10,103.070000,103.070000,100.966499,101.809502,100.914665,27100000
2021-03-11,102.911003,105.563499,102.822502,105.027000,104.103882,27702000
2021-03-12,103.820503,103.880501,101.621002,102.500000,101.599098,33818000
2021-03-15,102.249001,102.749496,101.389503,102.722000,101.819138,26168000
2021-03-16,103.299500,105.683998,102.964500,104.194504,103.278709,31900000
2021-03-17,103.423500,104.949997,102.206001,104.111000,103.195938,26382000
2021-03-18,102.408997,103.437500,100.959000,101.067001,100.178703,31700000
2021-03-19,101.486504,101.851997,100.146500,101.348000,100.457222,46072000
2021-03-22,101.381500,102.417000,100.699997,101.534500,100.642090,33536000
2021-03-23,101.997498,103.205498,101.400002,102.066498,101.169403,28510000
2021-03-24,102.587997,103.379997,101.449997,101.626503,100.733284,25218000
2021-03-25,101.452499,102.281998,99.804497,101.623001,100.729813,35616000
2021-03-26,101.589500,101.969498,100.192497,101.236504,100.346710,27978000
2021-03-29,101.108002,102.460503,100.272499,102.289497,101.390442,26492000
2021-03-30,102.649002,103.133499,101.807503,102.323502,101.424149,27312000
2021-03-31,102.720001,104.313004,102.349998,103.125999,102.219589,42570000
2021-04-01,104.612503,106.787498,104.571503,106.488998,105.553040,39880000
2021-04-05,107.357498,111.449501,107.260498,110.947998,109.972847,48510000
2021-04-06,110.545998,111.400002,110.089500,110.462997,109.492104,35240000
2021-04-07,110.654999,112.224998,110.654999,111.951500,110.967522,24134000
2021-04-08,113.199997,113.589500,112.150497,112.521500,111.532509,28664000
2021-04-09,112.272003,113.698502,111.862999,113.533501,112.535622,26146000
2021-04-12,112.706001,112.844498,111.390999,112.231003,111.244576,25024000
2021-04-13,112.549500,113.173500,112.152496,112.721497,111.730759,25682000
2021-04-14,113.371498,113.371498,111.801003,112.095497,111.110245,21002000
2021-04-15,113.097504,114.800003,112.558502,114.262497,113.258209,29174000
2021-04-16,114.461998,114.711998,113.545998,114.137497,113.134308,26282000
2021-04-19,113.509003,115.204498,113.509003,114.487999,113.481720,30290000
2021-04-20,114.874496,114.949997,112.856003,113.950500,112.948959,22288000
2021-04-21,113.602501,114.000000,112.240997,113.917503,112.916252,23204000
2021-04-22,113.769997,114.444000,112.015999,112.625999,111.636101,24146000
2021-04-23,113.349998,115.306000,113.062500,114.996498,113.985756,29066000
2021-04-26,115.225998,116.226501,114.865997,115.496498,114.481361,32038000
2021-04-27,115.881500,115.922501,114.307999,114.549004,113.542198,44386000
2021-04-28,119.625000,121.569000,117.661003,117.952003,116.915276,81106000
2021-04-29,119.461502,120.208000,118.692497,119.638000,118.586464,41234000
2021-04-30,118.401001,119.092499,117.328003,117.675003,116.640724,44856000
2021-05-03,118.245499,119.077499,116.775002,117.153999,116.124290,28242000
2021-05-04,115.677498,116.249496,112.834000,115.341499,114.327736,44818000
2021-05-05,116.431503,116.750000,115.414001,115.738503,114.721237,26636000
2021-05-06,115.316498,116.867500,114.652000,116.867500,115.840309,25190000
2021-05-07,118.194504,118.562500,117.307999,117.596497,116.562912,28898000
2021-05-10,116.406998,116.550003,114.226997,114.587502,113.580368,30914000
2021-05-11,112.153503,114.014000,111.695999,113.502998,112.505394,34186000
2021-05-12,111.309502,112.399002,109.681000,110.012497,109.045563,46376000
2021-05-13,111.306000,111.972000,110.335999,111.452003,110.472412,33204000
2021-05-14,112.927002,114.236000,112.500000,113.918999,112.917732,31996000
2021-05-17,113.178497,114.488998,112.775497,114.445999,113.440102,21598000
2021-05-18,115.117500,115.384003,113.109497,113.123497,112.129219,22204000
2021-05-19,111.421501,113.749496,111.272003,113.574997,112.576752,23684000
2021-05-20,114.550003,115.599998,114.176003,115.347504,114.333687,32352000
2021-05-21,115.870499,115.944504,114.464996,114.706497,113.698311,40632000
2021-05-24,115.744499,118.277496,115.598000,118.052002,117.014412,31832000
2021-05-25,118.599998,119.199997,117.750000,118.143501,117.105110,22440000
2021-05-26,118.325996,119.449501,118.322998,119.015503,117.969444,21572000
2021-05-27,119.452499,119.452499,117.813004,118.134003,117.095695,35224000
2021-05-28,118.721001,118.803497,117.642502,117.842499,116.806747,21482000
2021-06-01,118.722000,119.285500,117.713997,119.058998,118.012573,23354000
2021-06-02,119.457497,119.681999,117.617996,118.529503,117.487701,21158000
2021-06-03,117.286499,117.850998,116.475998,117.378998,116.347328,18696000
2021-06-04,118.463501,119.951500,118.120499,119.678497,118.626610,24458000
2021-06-07,119.472000,120.225502,119.050003,120.114998,119.059273,24120000
2021-06-08,120.600502,120.975998,119.738998,119.921997,118.867966,24240000
2021-06-09,120.571503,120.643997,119.845001,120.397003,119.338791,17942000
2021-06-10,120.346001,121.800003,120.189003,121.756500,120.686340,25904000
2021-06-11,122.000000,122.085999,120.947998,121.510002,120.442017,21958000
2021-06-14,121.612999,122.445999,120.900002,122.445503,121.369293,22098000
2021-06-15,122.449997,122.775497,121.056000,121.419502,120.352303,21562000
2021-06-16,121.571999,121.886002,119.470001,120.772499,119.710991,26472000
2021-06-17,120.697502,122.522499,120.500000,121.743500,120.673454,25842000
2021-06-18,121.366997,121.602997,120.014999,120.111000,119.055313,46116000
2021-06-21,120.500504,122.000000,119.898499,121.812500,120.741844,27414000
2021-06-22,121.750000,122.400002,121.064003,122.330498,121.255310,22390000
2021-06-23,122.093498,123.095497,121.834503,122.126999,121.053589,19148000
2021-06-24,122.699997,123.055496,122.300003,122.500000,121.423309,21362000
2021-06-25,122.000000,122.633003,121.565002,122.508499,121.431732,34594000
2021-06-28,122.678497,122.785004,121.405502,122.536003,121.459000,28526000
2021-06-29,122.670502,123.021004,121.691002,122.272499,121.197807,23108000
2021-06-30,121.994499,122.257004,121.354500,122.089500,121.016418,24474000
2021-07-01,121.724998,122.586998,121.531502,122.444504,121.368309,18110000
2021-07-02,123.150002,125.403999,123.059502,125.257500,124.156570,25982000
2021-07-06,125.648499,126.428001,124.582497,126.190002,125.080887,26404000
2021-07-07,127.162003,127.283997,126.153000,126.473999,125.362373,24060000
2021-07-08,124.026001,125.595497,124.022003,125.043999,123.944954,23790000
2021-07-09,125.025002,125.734497,124.551498,125.518501,124.415283,18632000
2021-07-12,126.178001,127.069504,125.611000,126.975502,125.859474,17668000
2021-07-13,127.038498,128.057495,126.674500,127.341499,126.222260,19240000
2021-07-14,127.958000,129.326508,127.914497,128.237000,127.109879,23742000
2021-07-15,128.649002,128.699997,126.529999,127.004997,125.888718,24218000
